UniProtID,N_Pockets,Score,Probability,Gene,Length,Protein
Q8IIT4,0,0.0,0.0,PF3D7_1106900,168.0,Uncharacterized protein
Q8IIT5,16,12.83,0.664,PF3D7_1106800,1501.0,Inactive protein tyrosine kinase pTKL (PfpTKL) (Pseudo-tyrosine kinase-like protein)
Q8IIT6,10,11.95,0.632,PF3D7_1106700,1024.0,"DNA replication ATP-dependent helicase/nuclease DNA2, putative (EC 3.6.4.12)"
Q8IIT7,15,7.53,0.396,PF3D7_1106600,1313.0,"DEAD/DEAH box helicase, putative (EC 3.6.4.13)"
Q8IIT8,33,59.82,0.987,PF3D7_1106500,2021.0,Uncharacterized protein
Q8IIT9,1,2.34,0.061,PF3D7_1106400,116.0,Uncharacterized protein
Q8IIU1,14,6.91,0.356,PF3D7_1106200,681.0,Uncharacterized protein
Q8IIU2,2,8.54,0.456,PF3D7_1106100,269.0,"Apicoplast ribosomal protein S15, putative"
Q8IIU3,6,21.19,0.867,PF3D7_1106000,475.0,RuvB-like helicase (EC 3.6.4.12)
Q8IIU4,1,4.24,0.173,PF3D7_1105900,132.0,MARVEL domain-containing protein
Q8IIU5,4,10.59,0.569,PF3D7_1105800,266.0,Uncharacterized protein
Q8IIU7,12,59.53,0.987,PF3D7_1105600,777.0,Translocon component PTEX88
Q8IIU8,3,3.79,0.146,PF3D7_1105400,261.0,40S ribosomal protein S4
Q8IIU9,17,22.47,0.881,PF3D7_1105300,730.0,Uncharacterized protein
Q8IIV0,2,2.76,0.084,PF3D7_1105200,463.0,"WD repeat-containing protein WRAP73, putative"
Q8IIV1,0,0.0,0.0,PF3D7_1105100,117.0,Histone H2B
Q8IIV2,0,0.0,0.0,PF3D7_1105000,103.0,Histone H4
Q8IIV3,14,8.04,0.427,PF3D7_1104900,1620.0,"Calcium/calmodulin-dependent protein kinase, putative (EC 2.7.11.17)"
Q8IIV4,10,50.01,0.98,PF3D7_1104800,417.0,"Metabolite/drug transporter, putative"
Q8IIV5,1,1.53,0.023,PF3D7_1104700,186.0,"DNA-directed RNA polymerase III subunit RPC8, putative (EC 2.7.7.6)"
Q8IIV6,7,21.62,0.872,PF3D7_1104600,643.0,"Radial spoke head protein, putative"
Q8IIV7,6,27.8,0.922,PF3D7_1104500,644.0,"WD repeat-containing protein, putative"
Q8IIV8,3,1.86,0.037,PF3D7_1104400,424.0,Thioredoxin-like mero protein
Q8IIV9,12,21.54,0.871,PF3D7_1104300,1141.0,Uncharacterized protein
Q8IIW0,15,21.12,0.866,PF3D7_1104200,1426.0,Chromatin remodeling protein
Q8IIW1,1,1.23,0.011,PF3D7_1104100,347.0,"Syntaxin, Qa-SNARE family"
Q8IIW2,4,3.47,0.126,PF3D7_1104000,623.0,phenylalanine--tRNA ligase (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit)
Q8IIW3,0,0.0,0.0,PF3D7_1103900,61.0,RIIa domain-containing protein
Q8IIW5,2,1.82,0.035,PF3D7_1103700,245.0,Casein kinase II subunit beta (CK II beta)
Q8IIW6,7,13.45,0.686,PF3D7_1103600,499.0,"Actin-like protein, putative"
Q8IIW8,5,5.62,0.27,PF3D7_1103500,583.0,CPW-WPC family protein
Q8IIW9,9,11.12,0.596,PF3D7_1103400,1462.0,Iron-sulfur cluster assembly protein SufD (PfSufD)
Q8IIX0,0,0.0,0.0,PF3D7_1103100,118.0,"60S acidic ribosomal protein P1, putative"
Q8IIX1,0,0.0,0.0,PF3D7_1103000,91.0,Uncharacterized protein
Q8IIX2,2,7.83,0.415,PF3D7_1102900,215.0,Plasmodium RESA N-terminal domain-containing protein
Q8IIX3,0,0.0,0.0,PF3D7_1102800,94.0,Early transcribed membrane protein 11.2
Q8IIX4,7,21.17,0.866,PF3D7_1102600,271.0,Pv-fam-d protein
Q8IIX5,6,4.45,0.189,PF3D7_1102500,624.0,Plasmodium RESA N-terminal domain-containing protein
Q8IIX6,13,9.59,0.516,PF3D7_1102400,660.0,"Phosphopantothenate--cysteine ligase, putative (EC 6.3.2.5)"
Q8IIX7,0,0.0,0.0,PF3D7_1102300,415.0,Uncharacterized protein
Q8IIX8,9,9.38,0.504,PF3D7_1102200,566.0,"DnaJ protein, putative"
Q8IIY1,1,1.74,0.031,PF3D7_1101700,231.0,Pfmc-2TM Maurer's cleft two transmembrane protein
Q8IIY2,2,4.44,0.188,PF3D7_1101500,308.0,Exported protein family 4
Q8IIY3,2,2.5,0.069,PF3D7_1101300,330.0,Rifin
Q8IIY4,1,6.01,0.296,PF3D7_1101200,356.0,Rifin
Q8IIY5,0,0.0,0.0,PF3D7_1101100,349.0,Rifin
Q8IIY8,3,3.57,0.132,PF3D7_1100800,231.0,Pfmc-2TM Maurer's cleft two transmembrane protein
Q8IIZ1,1,3.87,0.151,PF3D7_1100500,327.0,Rifin
Q8IIZ2,2,2.54,0.072,PF3D7_1100400,323.0,Rifin
Q8IIZ3,0,0.0,0.0,PF3D7_1100300,340.0,Rifin
Q8IIZ5,22,10.97,0.588,PF3D7_1100100,2182.0,"Erythrocyte membrane protein 1, PfEMP1"
Q8IIZ6,26,19.26,0.837,PF3D7_1041300,2194.0,"Erythrocyte membrane protein 1, PfEMP1"
Q8IIZ7,0,0.0,0.0,PF3D7_1041200,371.0,Rifin
Q8IIZ8,0,0.0,0.0,PF3D7_1041100,334.0,Rifin
Q8IIZ9,0,0.0,0.0,PF3D7_1041000,370.0,Rifin
Q8IJ00,0,0.0,0.0,PF3D7_1040900,311.0,Rifin
Q8IJ01,0,0.0,0.0,PF3D7_1040800,295.0,Rifin
Q8IJ02,1,2.87,0.091,PF3D7_1040700,372.0,Rifin
Q8IJ04,2,3.23,0.112,PF3D7_1040500,350.0,Rifin
Q8IJ05,0,0.0,0.0,PF3D7_1040400,348.0,Rifin
Q8IJ06,0,0.0,0.0,PF3D7_1040300,378.0,Rifin
Q8IJ07,1,0.91,0.004,PF3D7_1040200,305.0,Stevor
Q8IJ08,0,0.0,0.0,PF3D7_1040100,309.0,Rifin
Q8IJ09,3,1.72,0.031,PF3D7_1040000,359.0,Rifin
Q8IJ10,2,1.5,0.021,PF3D7_1039900,308.0,Exported protein family 4
Q8IJ11,3,1.72,0.03,PF3D7_1039700,231.0,Pfmc-2TM Maurer's cleft two transmembrane protein
Q8IJ21,4,20.25,0.852,PF3D7_1039000,913.0,non-specific serine/threonine protein kinase (EC 2.7.11.1)
Q8IJ22,6,19.13,0.835,PF3D7_1038900,359.0,"Esterase, putative (EC 3.1.-.-)"
Q8IJ23,13,15.26,0.75,PF3D7_1038800,911.0,RESA-like protein with PHIST and DnaJ domains
Q8IJ25,14,8.7,0.465,PF3D7_1038600,518.0,Uncharacterized protein
Q8IJ26,2,5.62,0.27,PF3D7_1038500,374.0,Uncharacterized protein
Q8IJ27,16,8.42,0.449,PF3D7_1038100,980.0,"GDP dissociation inhibitor, putative"
Q8IJ29,6,10.15,0.546,PF3D7_1037800,944.0,"Dynein intermediate chain, putative"
Q8IJ30,1,1.88,0.037,PF3D7_1037700,105.0,Enhancer of rudimentary homolog
Q8IJ31,11,10.65,0.572,PF3D7_1037600,886.0,DNA 3'-5' helicase (EC 5.6.2.4)
Q8IJ32,4,10.0,0.538,PF3D7_1037500,709.0,Dynamin-like protein
Q8IJ33,22,16.41,0.778,PF3D7_1037400,1196.0,RING-type E3 ubiquitin transferase (EC 2.3.2.27)
Q8IJ34,6,7.39,0.387,PF3D7_1037300,301.0,"ADP/ATP translocase (ADP,ATP carrier protein)"
Q8IJ37,9,17.54,0.804,PF3D7_1037100,745.0,pyruvate kinase (EC 2.7.1.40)
Q8IJ40,13,10.3,0.553,PF3D7_1036800,590.0,"Acetyl-CoA transporter, putative"
Q8IJ42,0,0.0,0.0,PF3D7_1036600,220.0,Uncharacterized protein
Q8IJ43,1,1.59,0.025,PF3D7_1036500,555.0,Uncharacterized protein
Q8IJ45,5,4.16,0.169,PF3D7_1036300,762.0,Duffy binding-like merozoite surface protein 2
Q8IJ48,3,2.45,0.067,PF3D7_1036000,405.0,Merozoite surface protein 11
Q8IJ49,2,10.36,0.556,PF3D7_1035900,566.0,PUM-HD domain-containing protein
Q8IJ50,4,16.96,0.792,PF3D7_1035800,712.0,Uncharacterized protein
Q8IJ52,8,6.49,0.328,PF3D7_1035700,697.0,Duffy binding-like merozoite surface protein
Q8IJ53,3,20.51,0.857,PF3D7_1035600,424.0,Merozoite surface protein
Q8IJ54,4,3.16,0.107,PF3D7_1035500,371.0,Merozoite surface protein 6
Q8IJ55,2,3.82,0.148,PF3D7_1035400,354.0,Merozoite surface protein 3
Q8IJ56,0,0.0,0.0,PF3D7_1035300,1233.0,Glutamate-rich protein GLURP
Q8IJ58,0,0.0,0.0,PF3D7_1035100,561.0,Merozoite surface protein 6
Q8IJ59,13,5.9,0.289,PF3D7_1035000,993.0,"U2 snRNA/tRNA pseudouridine synthase, putative (EC 5.4.99.27)"
Q8IJ60,19,19.93,0.847,PF3D7_1034900,889.0,methionine--tRNA ligase (EC 6.1.1.10)
Q8IJ63,2,2.41,0.064,PF3D7_1034700,178.0,"ADP-ribosylation factor, putative"
Q8IJ64,2,1.42,0.018,PF3D7_1034600,310.0,"Translation initiation factor IF-3, putative"
Q8IJ65,17,39.42,0.962,PF3D7_1034500,1511.0,Symplekin C-terminal domain-containing protein
Q8IJ66,7,30.25,0.934,PF3D7_1034400,631.0,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (EC 1.3.5.1)"
Q8IJ67,6,3.66,0.138,PF3D7_1034300,530.0,"Thioredoxin-like associated protein 2, putative"
Q8IJ68,0,0.0,0.0,PF3D7_1034200,214.0,"Ribosomal protein L27, putative"
Q8IJ69,10,9.88,0.531,PF3D7_1034000,663.0,"Sec1 family protein, putative"
Q8IJ70,0,0.0,0.0,PF3D7_1033900,191.0,"Ubiquitin-conjugating enzyme E2, putative (EC 2.3.2.23)"
Q8IJ71,3,18.57,0.825,PF3D7_1033800,450.0,Plasmepsin VII (EC 3.4.23.-)
Q8IJ72,4,7.62,0.402,PF3D7_1033700,488.0,Bromodomain protein 1
Q8IJ73,6,22.11,0.877,PF3D7_1033500,709.0,"WD repeat-containing protein 70, putative"
Q8IJ74,2,5.64,0.271,PF3D7_1033400,288.0,Haloacid dehalogenase-like hydrolase (EC 3.8.1.-)
Q8IJ75,0,0.0,0.0,PF3D7_1033300,122.0,Uncharacterized protein
Q8IJ76,0,0.0,0.0,PF3D7_1033200,355.0,Early transcribed membrane protein 10.2
Q8IJ77,23,14.62,0.728,PF3D7_1033100,1434.0,"S-adenosylmethionine decarboxylase/ornithine decarboxylase (EC 4.1.1.17, EC 4.1.1.50)"
Q8IJ78,4,2.02,0.044,PF3D7_1033000,561.0,"Heptatricopeptide repeat-containing protein HPR1, putative"
Q8IJ79,46,21.03,0.865,PF3D7_1032900,1743.0,"RNA polymerase II-associated protein 1, putative"
Q8IJ80,3,14.27,0.717,PF3D7_1032700,553.0,Uncharacterized protein
Q8IJ81,3,3.3,0.116,PF3D7_1032600,350.0,DUF155 domain-containing protein
Q8IJ82,4,9.73,0.523,PF3D7_1032500,263.0,Derlin
Q8IJ83,5,9.8,0.527,PF3D7_1032400,461.0,"Phosphatidylinositol N-acetylglucosaminyltransferase subunit A, putative (EC 2.4.1.198)"
Q8IJ84,20,8.23,0.438,PF3D7_1032300,871.0,Uncharacterized protein
Q8IJ85,4,2.56,0.072,PF3D7_1032100,1190.0,"mRNA-decapping enzyme subunit 1, putative"
Q8IJ86,3,2.16,0.051,PF3D7_1032000,736.0,"Ribosome maturation factor RimM, putative"
Q8IJ87,6,9.16,0.49,PF3D7_1031800,425.0,F-box protein
Q8IJ88,0,0.0,0.0,PF3D7_1031700,116.0,Protein phosphatase inhibitor 3
Q8IJ89,5,11.84,0.628,PF3D7_1031600,904.0,GYF domain-containing protein
Q8IJ90,6,8.69,0.465,PF3D7_1031500,917.0,RNA helicase (EC 3.6.4.13)
Q8IJ92,3,1.43,0.018,PF3D7_1031300,919.0,DNA endonuclease activator Ctp1 C-terminal domain-containing protein
Q8IJ93,8,4.76,0.21,PF3D7_1031200,364.0,MORN repeat-containing protein 1
Q8IJ95,1,1.59,0.025,PF3D7_1031100,184.0,Uncharacterized protein
Q8IJ96,4,5.26,0.246,PF3D7_1030900,218.0,Ookinete surface protein P28
Q8IJ97,1,8.08,0.43,PF3D7_1030800,212.0,Calmodulin
Q8IJ98,2,4.02,0.161,PF3D7_1030700,257.0,"RNA methyltransferase, putative (EC 2.1.1.34)"
Q8IJ99,6,36.48,0.956,PF3D7_1030600,598.0,N(6)-L-threonylcarbamoyladenine synthase (EC 2.3.1.234) (N6-L-threonylcarbamoyladenine synthase)
Q8IJA0,3,5.84,0.285,PF3D7_1030500,393.0,"26S proteasome regulatory subunit RPN9, putative"
Q8IJA1,4,14.37,0.72,PF3D7_1030400,278.0,Uncharacterized protein
Q8IJA2,0,0.0,0.0,PF3D7_1030300,1111.0,Transcription factor with AP2 domain(S)
Q8IJA3,3,9.23,0.494,PF3D7_1030200,450.0,"Claudin-like apicomplexan microneme protein, putative"
Q8IJA4,17,12.61,0.656,PF3D7_1030100,1290.0,RNA helicase (EC 3.6.4.13)
Q8IJA5,0,0.0,0.0,PF3D7_1030000,133.0,"Transcription elongation factor SPT4, putative"
Q8IJA6,24,23.39,0.888,PF3D7_1029900,1697.0,Origin recognition complex subunit 3
Q8IJA7,7,6.8,0.348,PF3D7_1029800,437.0,"Heptatricopeptide repeat and RAP domain-containing protein, putative"
Q8IJA8,9,4.46,0.189,PF3D7_1029700,776.0,Uncharacterized protein
Q8IJA9,1,20.38,0.854,PF3D7_1029600,367.0,Adenosine deaminase (EC 3.5.4.4) (S-methyl-5'-thioadenosine deaminase) (EC 3.5.4.31)
Q8IJB0,0,0.0,0.0,PF3D7_1029500,138.0,Uncharacterized protein
Q8IJB1,7,4.21,0.172,PF3D7_1029400,501.0,"LEM3/CDC50 family protein, putative"
Q8IJB2,10,3.89,0.153,PF3D7_1029300,735.0,Uncharacterized protein
Q8IJB3,10,24.21,0.896,PF3D7_1029200,555.0,"WD repeat-containing protein, putative"
Q8IJB4,20,12.38,0.649,PF3D7_1029100,1396.0,Heptatricopeptide repeat-containing protein
Q8IJB5,0,0.0,0.0,PF3D7_1028900,369.0,"Inner membrane complex protein 1m, putative"
Q8IJB6,0,0.0,0.0,PF3D7_1028800,117.0,Plasmodium falciparum erythrocyte membrane protein 1 acidic terminal segment domain-containing protein
Q8IJB7,3,12.29,0.645,PF3D7_1028700,498.0,Merozoite TRAP-like protein
Q8IJB8,0,0.0,0.0,PF3D7_1028600,171.0,Uncharacterized protein
Q8IJB9,5,2.19,0.053,PF3D7_1028500,838.0,"Partial CSTF domain-containing protein, putative"
Q8IJC0,4,2.41,0.065,PF3D7_1028400,483.0,Ribosome production factor 2 homolog (Ribosome biogenesis protein RPF2 homolog)
Q8IJC1,0,0.0,0.0,PF3D7_1028300,315.0,"rRNA-processing protein EBP2, putative"
Q8IJC2,6,8.52,0.455,PF3D7_1028200,274.0,"RING zinc finger protein, putative"
Q8IJC3,7,19.18,0.835,PF3D7_1028100,609.0,Protoporphyrinogen oxidase (EC 1.3.3.4)
Q8IJC4,4,27.39,0.92,PF3D7_1028000,593.0,"Methyltransferase, putative (EC 2.1.1.61)"
Q8IJC6,2,3.47,0.126,PF3D7_1027800,386.0,60S ribosomal protein L3
Q8IJC7,1,9.97,0.536,PF3D7_1027700,179.0,Centrin-3
Q8IJC8,0,0.0,0.0,PF3D7_1027500,72.0,Uncharacterized protein
Q8IJC9,2,3.33,0.118,PF3D7_1027400,177.0,"DNA-directed RNA polymerase II subunit RPB7, putative (EC 2.7.7.6)"
Q8IJD0,1,0.82,0.003,PF3D7_1027300,393.0,Peroxiredoxin (EC 1.11.1.15)
Q8IJD1,10,13.23,0.678,PF3D7_1027200,520.0,"Mitochondrial ribosomal protein S22, putative"
Q8IJD2,3,5.67,0.274,PF3D7_1027100,772.0,"U3 small nucleolar ribonucleoprotein protein MPP10, putative"
Q8IJD3,2,2.28,0.057,PF3D7_1027000,1811.0,Uncharacterized protein
Q8IJD6,0,0.0,0.0,PF3D7_1026600,1692.0,Uncharacterized protein
Q8IJD7,7,14.76,0.734,PF3D7_1026400,603.0,"Cell division cycle protein 20 homolog, putative"
Q8IJD8,6,8.29,0.442,PF3D7_1026300,1121.0,Uncharacterized protein
Q8IJD9,5,5.01,0.228,PF3D7_1026200,588.0,Uncharacterized protein
Q8IJE0,0,0.0,0.0,PF3D7_1026100,194.0,Uncharacterized protein
Q8IJE1,0,0.0,0.0,PF3D7_1026000,363.0,Uncharacterized protein
Q8IJE5,1,1.42,0.018,PF3D7_1025700,187.0,50S ribosomal protein L35
Q8IJE6,0,0.0,0.0,PF3D7_1025600,67.0,"Cytochrome c oxidase copper chaperone, putative"
Q8IJF0,31,26.66,0.916,PF3D7_1025400,1358.0,Uncharacterized protein
Q8IJF2,14,8.88,0.475,PF3D7_1025300,922.0,Aspartyl protease
Q8IJF3,8,5.96,0.293,PF3D7_1025100,829.0,glutamine--fructose-6-phosphate transaminase (isomerizing) (EC 2.6.1.16)
Q8IJF4,2,1.69,0.029,PF3D7_1025000,980.0,"EF-hand calcium-binding domain-containing protein, putative"
Q8IJF5,33,34.77,0.951,PF3D7_1024900,1571.0,Uncharacterized protein
Q8IJF6,18,8.08,0.43,PF3D7_1024800,1464.0,Exported protein 3
Q8IJF7,4,5.22,0.242,PF3D7_1024700,496.0,DNA double-strand break repair Rad50 ATPase
Q8IJF8,4,7.12,0.37,PF3D7_1024600,433.0,"RAP protein, putative"
Q8IJG0,1,3.75,0.144,PF3D7_1024500,264.0,Uncharacterized protein
Q8IJG1,6,4.96,0.224,PF3D7_1024400,502.0,Uncharacterized protein
Q8IJG2,2,1.34,0.015,PF3D7_1024300,130.0,"ATP synthase-associated protein, putative"
Q8IJG3,1,2.05,0.045,PF3D7_1024200,160.0,"RNA-binding protein, putative"
Q8IJG4,0,0.0,0.0,PF3D7_1024100,1104.0,Uncharacterized protein
Q8IJG5,7,26.71,0.916,PF3D7_1024000,566.0,JAB1/MPN/MOV34 metalloenzyme domain-containing protein
Q8IJG7,0,0.0,0.0,PF3D7_1023800,757.0,Uncharacterized protein
Q8IJG8,10,3.92,0.154,PF3D7_1023700,757.0,6-Cys domain-containing protein
Q8IJG9,0,0.0,0.0,PF3D7_1023600,512.0,DUF4200 domain-containing protein
Q8IJH0,1,3.39,0.121,PF3D7_1023500,97.0,Uncharacterized protein
Q8IJH1,2,2.39,0.064,PF3D7_1023400,195.0,"HORMA domain protein, putative"
Q8IJH2,1,1.53,0.023,PF3D7_1023300,79.0,Small integral membrane protein 4
Q8IJH3,3,8.5,0.454,PF3D7_1023200,323.0,Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase)
Q8IJH5,12,21.18,0.866,PF3D7_1023000,413.0,Copper transporter
Q8IJH6,0,0.0,0.0,PF3D7_1022900,118.0,"CDGSH iron-sulfur domain-containing protein, putative"
Q8IJH7,10,13.6,0.692,PF3D7_1022800,824.0,"4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (Ferredoxin), putative (EC 1.17.7.1)"
Q8IJH8,4,6.13,0.304,PF3D7_1022700,275.0,Phospholipid scramblase (PfPLSCR)
Q8IJH9,9,38.61,0.96,PF3D7_1022600,891.0,Kelch protein K10
Q8IJI0,2,1.6,0.025,PF3D7_1022400,538.0,Serine/arginine-rich splicing factor 4
Q8IJI1,9,6.19,0.308,PF3D7_1022300,325.0,"ZIP domain-containing protein, putative"
Q8IJI2,9,34.76,0.951,PF3D7_1022200,629.0,Protein RFT1 homolog
Q8IJI3,4,3.4,0.122,PF3D7_1022000,1426.0,"RNA-binding protein, putative"
Q8IJI4,1,4.07,0.163,PF3D7_1021900,2290.0,"PHAX domain-containing protein, putative"
Q8IJI7,1,5.84,0.286,PF3D7_1021600,263.0,"Deoxyribose-phosphate aldolase, putative (EC 4.1.2.4)"
Q8IJI8,5,10.81,0.58,PF3D7_1021500,680.0,ATP-dependent RNA helicase (EC 3.6.4.13)
Q8IJJ0,6,33.2,0.946,PF3D7_1021300,454.0,"Apicoplast integral membrane protein, putative"
Q8IJJ1,4,3.88,0.152,PF3D7_1021200,689.0,Uncharacterized protein
Q8IJJ2,41,36.05,0.954,PF3D7_1021100,1761.0,tRNA exportin
Q8IJJ3,3,5.63,0.271,PF3D7_1021000,353.0,Uncharacterized protein
Q8IJJ4,3,5.73,0.278,PF3D7_1020800,640.0,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.-)
Q8IJJ5,17,19.65,0.842,PF3D7_1020700,1269.0,RNA cytidine acetyltransferase (EC 2.3.1.-) (18S rRNA cytosine acetyltransferase)
Q8IJJ6,41,20.11,0.85,PF3D7_1020600,2134.0,C2H2-type domain-containing protein
Q8IJJ7,3,1.84,0.036,PF3D7_1020500,506.0,"Ribosomal silencing factor RsfS, putative"
Q8IJJ8,10,4.56,0.196,PF3D7_1020400,601.0,"rRNA (Cytosine-C(5))-methyltransferase, putative (EC 2.1.1.-)"
Q8IJJ9,4,18.08,0.815,PF3D7_1020300,769.0,"Cytoplasmic dynein intermediate chain, putative"
Q8IJK0,2,2.11,0.048,PF3D7_1020200,823.0,Uncharacterized protein
Q8IJK1,3,2.68,0.079,PF3D7_1020000,322.0,"RNA-binding protein 34, putative"
Q8IJK2,0,0.0,0.0,PF3D7_1019900,124.0,Autophagy-related protein
Q8IJK4,17,26.43,0.914,PF3D7_1019800,1084.0,Putative tRNA-specific 2-thiouridylase (PfMnmA) (EC 2.8.1.13)
Q8IJK5,4,5.65,0.272,PF3D7_1019700,1074.0,Uncharacterized protein
Q8IJK6,18,24.05,0.895,PF3D7_1019600,1210.0,PH domain-containing protein
Q8IJK8,0,0.0,0.0,PF3D7_1019400,108.0,"60S ribosomal protein L30e, putative"
Q8IJL0,1,2.17,0.051,PF3D7_1019200,319.0,Uncharacterized protein
Q8IJL1,2,7.42,0.389,PF3D7_1019100,1928.0,Uncharacterized protein
Q8IJL2,11,13.51,0.689,PF3D7_1019000,2405.0,"Eukaryotic translation initiation factor subunit eIF2A, putative"
Q8IJL3,6,12.11,0.639,PF3D7_1018900,716.0,Heptatricopeptide repeat-containing protein
Q8IJL4,7,6.34,0.318,PF3D7_1018800,708.0,DUF155 domain-containing protein
Q8IJL5,3,12.34,0.647,PF3D7_1018700,619.0,Protein kinase A anchor protein nuclear localisation signal domain-containing protein
Q8IJL6,27,15.13,0.746,PF3D7_1018600,1904.0,tRNA(Phe) 7-[(3-amino-3-carboxypropyl)-4-demethylwyosine(37)-N(4)]-methyltransferase (EC 2.1.1.282)
Q8IJL7,6,31.8,0.94,PF3D7_1018400,199.0,Uncharacterized protein
Q8IJL9,5,16.33,0.776,PF3D7_1018100,282.0,Uncharacterized protein
Q8IJM0,4,7.59,0.4,PF3D7_1017900,467.0,"26S proteasome regulatory subunit p55, putative"
Q8IJM1,23,7.86,0.417,PF3D7_1017800,1136.0,Heptatricopeptide repeat-containing protein
Q8IJM2,0,0.0,0.0,PF3D7_1017700,439.0,Uncharacterized protein
Q8IJM3,1,1.29,0.014,PF3D7_1017600,971.0,Inhibitor of growth protein N-terminal histone-binding domain-containing protein
Q8IJM4,1,2.6,0.075,PF3D7_1017500,134.0,Myosin essential light chain ELC
Q8IJM5,2,3.96,0.157,PF3D7_1017400,244.0,Phosphomannomutase (EC 5.4.2.8)
Q8IJM6,7,4.36,0.182,PF3D7_1017300,583.0,Golgi re-assembly stacking protein 2
Q8IJM7,9,18.93,0.832,PF3D7_1017200,530.0,"Enoyl-CoA hydratase-related protein, putative (EC 4.2.1.17)"
Q8IJM8,4,1.33,0.015,PF3D7_1017100,310.0,Rhoptry neck protein 12
Q8IJM9,0,0.0,0.0,PF3D7_1016900,108.0,Early transcribed membrane protein 10.3
Q8IJN0,4,3.82,0.148,PF3D7_1016800,314.0,Plasmodium RESA N-terminal domain-containing protein
Q8IJN1,11,10.66,0.572,PF3D7_1016700,830.0,Plasmodium RESA N-terminal domain-containing protein
Q8IJN2,6,7.09,0.367,PF3D7_1016500,767.0,Plasmodium RESA N-terminal domain-containing protein
Q8IJN3,6,14.98,0.741,PF3D7_1016400,609.0,non-specific serine/threonine protein kinase (EC 2.7.11.1)
Q8IJN4,9,4.39,0.184,PF3D7_1016200,560.0,"Rab3 GTPase-activating protein non-catalytic subunit, putative"
Q8IJN5,4,1.96,0.041,PF3D7_1016100,257.0,Fam-b protein
Q8IJN6,1,7.65,0.404,PF3D7_1016000,453.0,Uncharacterized protein
Q8IJN8,4,3.5,0.128,PF3D7_1015800,335.0,"Ribonucleoside-diphosphate reductase small chain, putative (EC 1.17.4.1)"
Q8IJN9,5,26.67,0.916,PF3D7_1015600,580.0,Heat shock protein 60
Q8IJP0,10,25.4,0.906,PF3D7_1015500,615.0,"Nucleotidyltransferase, putative"
Q8IJP1,6,8.47,0.452,PF3D7_1015400,773.0,RecQ mediated genome instability protein 1 OB-fold domain-containing protein
Q8IJP2,4,29.33,0.93,PF3D7_1015300,517.0,Methionine aminopeptidase 1b (EC 3.4.11.18) (PfMetAP1b)
Q8IJP3,7,31.78,0.94,PF3D7_1015200,677.0,cysteine--tRNA ligase (EC 6.1.1.16) (Cysteinyl-tRNA synthetase)
Q8IJP4,1,1.92,0.039,PF3D7_1015100,396.0,"CWC16 domain-containing protein, putative"
Q8IJP5,5,7.75,0.41,PF3D7_1015000,328.0,FAD synthase (EC 2.7.7.2) (FAD pyrophosphorylase) (FMN adenylyltransferase)
Q8IJP6,6,12.35,0.648,PF3D7_1014900,2279.0,Uncharacterized protein
Q8IJP7,13,9.27,0.497,PF3D7_1014800,834.0,EF-hand domain-containing protein
Q8IJP8,1,1.52,0.022,PF3D7_1014700,304.0,Prohibitin
Q8IJP9,15,35.01,0.952,PF3D7_1014600,2578.0,Transcriptional coactivator ADA2
Q8IJQ0,17,15.47,0.754,PF3D7_1014500,1299.0,Uncharacterized protein
Q8IJQ1,4,16.17,0.772,PF3D7_1014400,324.0,Cyclin-dependent kinase 2 homolog (Cell division control protein 2 homolog) (cdc2-related kinase 2)
Q8IJQ2,31,9.69,0.521,PF3D7_1014300,2379.0,"SPRY domain-containing protein, putative"
Q8IJQ3,12,5.54,0.265,PF3D7_1014200,889.0,"Male gamete fusion factor HAP2, putative"
Q8IJQ4,27,10.63,0.571,PF3D7_1014100,1455.0,Merozoite surface protein MSA180
Q8IJQ6,8,10.17,0.547,PF3D7_1013900,1074.0,Translation initiation factor eIF2B subunit delta (eIF2B GDP-GTP exchange factor subunit delta)
Q8IJQ7,1,1.67,0.028,PF3D7_1013800,486.0,Uncharacterized protein
Q8IJQ8,1,3.51,0.129,PF3D7_1013700,191.0,Thioredoxin domain-containing protein
Q8IJQ9,48,33.96,0.948,PF3D7_1013600,2238.0,Uncharacterized protein
Q8IJR0,18,19.6,0.842,PF3D7_1013500,1385.0,Phosphoinositide phospholipase C (EC 3.1.4.11)
Q8IJR2,11,8.41,0.448,PF3D7_1013300,628.0,Uncharacterized protein
Q8IJR3,1,14.82,0.736,PF3D7_1013200,1064.0,Transcription factor with AP2 domain(S)
Q8IJR4,23,30.51,0.934,PF3D7_1013100,1220.0,"U3 small nucleolar RNA-associated protein 13, putative"
Q8IJR5,3,8.39,0.447,PF3D7_1013000,520.0,RING-type E3 ubiquitin transferase (EC 2.3.2.27)
Q8IJR6,4,1.89,0.038,PF3D7_1012900,380.0,Autophagy-related protein 18
Q8IJR7,9,5.82,0.284,PF3D7_1012800,864.0,Uncharacterized protein
